intent,query
ask_facility_location,Can you tell me the location of the outdoor basketball courts?
ask_facility_location,What are the directions to the basketball arena on campus?
ask_facility_location,Where is the basketball field located on campus?
ask_facility_location,Can you direct me to the basketball facility?
ask_facility_location,How do I get to the sports complex where the basketball field is?
ask_facility_location,What are the directions to the university's basketball court?
ask_facility_location,Where is the basketball court located?
ask_facility_location,How do I get to the soccer field?
ask_facility_location,Where is the entrance of Sports Stadium?
ask_facility_location,How do I get to Sports Stadium's main hall?
ask_facility_location,Can you tell me the location of Sports Stadium on campus?
ask_facility_location,What are the directions to reach Sports Stadium's parking area?
ask_facility_location,Where is the swimming pool facility located?
ask_facility_location,Can you tell me the location of the university's swimming pool?
ask_facility_location,I'm looking for the address of the swimming pool facility on campus.
ask_facility_location,How do I get to the swimming pool facility from my dorm?
ask_facility_location,Where is the pool located on campus?
ask_facility_location,Can you direct me to the swimming pool?
ask_facility_location,"I'm trying to find the facility with a pool, can someone help me?"
ask_facility_location,where is the facility of gym located?
ask_facility_location,can i get directions to gym's location?
ask_facility_location,what is the address of gym's facilities?
ask_facility_location,how do i find the gym facility on campus?
ask_facility_location,Where is the gym located?
ask_facility_location,Can you direct me to the Gymnasium?
ask_facility_location,How do I get to the university's Gymnasium facility?
ask_facility_location,What's the location of the Gymnasium on campus?
ask_facility_location,Where is the infirmary located on campus?
ask_facility_location,How do I get to the infirmary facility?
ask_facility_location,Can you tell me the location of the infirmary building?
ask_facility_location,What are the directions to the infirmary facility?
ask_facility_location,Where is the nearest Medical Centre?
ask_facility_location,I am looking for a Medical Centre near my location.
ask_facility_location,How can I get to the Medical Centre?
ask_facility_location,What are the directions to the nearby Medical Centre?
ask_facility_location,where is the badminton court located on campus?
ask_facility_location,how can i get to the badminton facility?
ask_facility_location,where is the badminton sports facility located?
ask_facility_location,what building houses the badminton court?
ask_facility_location,Where is the Badminton Field located on campus?
ask_facility_location,Can you direct me to the Badminton Field facility?
ask_facility_location,"I'm looking for the Badminton Field, can someone tell me where it's situated?"
ask_facility_location,How do I get to the Badminton Field building?
ask_facility_location,Where is the lecture hall in A1 Teaching Building?
ask_facility_location,Can you direct me to the A1 Teaching Building?
ask_facility_location,"I am looking for the classroom location in A1 Teaching Building, can someone help me?"
ask_facility_location,How do I get to the study area in A1 Teaching Building?
ask_facility_location,Where is the A1 Building located?
ask_facility_location,How do I get to the A1 Building?
ask_facility_location,Can you show me where A1 Building is on the campus map?
ask_facility_location,What are the directions to the A1 Building?
ask_facility_location,Where is the location of A2 Teaching Building?
ask_facility_location,Can you show me where A2 Teaching Building is located?
ask_facility_location,How do I get to A2 Teaching Building on campus?
ask_facility_location,What are the directions to A2 Teaching Building?
ask_facility_location,Where is the A2 Building?
ask_facility_location,Can you show me where the A2 Building is located on campus?
ask_facility_location,Where is the nearest A4 building?
ask_facility_location,I need to find the location of A4 building on campus.
ask_facility_location,Can you tell me where A4 building is located?
ask_facility_location,How do I get to A4 building from here?
ask_facility_location,Where is A5 teaching building located?
ask_facility_location,Can you tell me how to get to A5 teaching building?
ask_facility_location,I'm looking for the location of A5 teaching building on campus.
ask_facility_location,How do I find my way to A5 teaching building?
ask_facility_location,Where is the A5 Building located on campus?
ask_facility_location,Can you show me the location of A5 Building in the university map?
ask_facility_location,"I am looking for A5 Building, where is it situated?"
ask_facility_location,How do I get to A5 Building from the main entrance?
ask_facility_location,Where is the gym located in the library?
ask_facility_location,Can you show me where the computer lab is?
ask_facility_location,I'm looking for the library's map to find the art studio.
ask_facility_location,What are the directions to get to the language learning center?
ask_facility_location,Where is the A3 Library located?
ask_facility_location,Can you show me on the map where A3 Library is?
ask_facility_location,How do I get to A3 Library from here?
ask_facility_location,What are the directions to reach A3 Library?
ask_facility_time,What are the operating hours of B1 Supermarket?
ask_facility_time,How late is B1 Supermarket open on Fridays?
ask_facility_time,When does B1 Supermarket close on weekends?
ask_facility_time,At what time does B1 Supermarket start its operations?
ask_facility_time,What are the opening hours of B1 Super Market facilities?
ask_facility_time,How long is the operating time of B1 Super Market's facilities?
ask_facility_time,When does B1 Super Market open its facilities for customers?
ask_facility_time,Can I use B1 Super Market's facilities during their operational hours?
ask_facility_time,What are the operating hours of B1 Dining Area?
ask_facility_time,When is the B1 Dining Area open?
ask_facility_time,How late does B1 Dining Area stay open?
ask_facility_time,On which days is B1 Dining Area available?
ask_facility_time,What are the operating hours of B1 Dining?
ask_facility_time,When is B1 Dining open?
ask_facility_time,How long does B1 Dining stay open each day?
ask_facility_time,At what time does B1 Dining close?
ask_facility_time,What are the operating hours of the ATM at Library?
ask_facility_time,When does the ATM machine near Canteen open?
ask_facility_time,How late is the ATM facility in Admin Building open today?
ask_facility_time,What time does the campus ATM close?
ask_facility_time,What are the operating hours of the cash machine in the library?
ask_facility_time,When is the ATM available for use in the student centre?
ask_facility_time,How late does the cashpoint machine at the gym stay open?
ask_facility_time,What time does the bank card machine stop working in the dorms?
ask_facility_time,What is the IELTS centre's facility opening time?
ask_facility_time,When does the IELTS office open for facility?
ask_facility_time,Can you tell me when the IELTS office facilities are available?
ask_facility_time,At what time do the IELTS office facilities operate?
ask_facility_time,What are the operating hours of IELTS Centre?
ask_facility_time,When is IELTS Centre open to students?
ask_facility_time,At what time does IELTS Centre accept new registrations?
ask_facility_time,Is IELTS Centre available on weekends?
ask_facility_time,What are the operating hours of the yoga room?
ask_facility_time,When is the yoga room open today?
ask_facility_time,How long is the yoga room open on weekdays?
ask_facility_time,what time does the yoga room close at?
ask_facility_time,What time does Yoga Studio open?
ask_facility_time,At what time is the yoga class at Yoga Studio today?
ask_facility_time,How late does Yoga Studio stay open?
ask_facility_time,When does Yoga Studio's morning yoga session start?
ask_facility_time,What are the visiting hours of TCM Clinic?
ask_facility_time,When is the opening time of TCM Clinic today?
ask_facility_time,Can I visit TCM Clinic in the evening?
ask_facility_time,At what time does TCM Clinic usually close?
ask_facility_time,What are the operating hours of TCM Clinic?
ask_facility_time,When is TCM Clinic open on weekends?
ask_facility_time,What time does TCM Clinic close today?
ask_facility_time,Is TCM Clinic open tomorrow?
ask_facility_time,What are the opening hours of Plux Health Clinic?
ask_facility_time,When is Plux Health Clinic open on weekends?
ask_facility_time,How late does Plux Health Clinic stay open on weekdays?
ask_facility_time,Is Plux Health Clinic open during public holidays?
ask_facility_time,What are the operating hours of the gym at PluX Health?
ask_facility_time,When is the pool open at PluX Health:facility?
ask_facility_time,Can I use the sauna between 8am to 10pm at PluX Health:facility?
ask_facility_time,Are the basketball courts available from Monday to Friday at PluX Health?
ask_facility_time,What are the operating hours of the Maintenance Office?
ask_facility_time,When is the best time to visit the Maintenance Office?
ask_facility_time,How late does the Maintenance Office stay open?
ask_facility_time,Are the Maintenance Office staff available on weekends?
ask_facility_time,When is the Repair Office open?
ask_facility_time,What time does Repair Office close today?
ask_facility_time,I need to know Repair Office hours.
ask_facility_time,At what hour does Repair Office operate?
ask_facility_time,What are the visiting hours of Admissions Office?
ask_facility_time,When can I visit the Admissions Office for help?
ask_facility_time,How long does it take to get assistance from Admissions Office?
ask_facility_time,During what time frame is the Admissions Office open?
ask_facility_time,What are the opening hours of the Admission Office?
ask_facility_time,When is the Admission Office open on weekends?
ask_facility_time,How late does the Admission Office stay open on weekdays?
ask_facility_time,Are the Admission Office hours affected by university holidays?
ask_facility_time,What is the operating time of the volleyball court?
ask_facility_time,How long are the volleyball court hours on weekends?
ask_facility_time,When does the volleyball court open?
ask_facility_time,What time does the volleyball court close?
ask_facility_time,What are the volleyball court open hours on weekends?
ask_facility_time,When does the university volleyball court operate during summer break?
ask_facility_time,Is the volleyball court open at 10 am on weekdays?
ask_facility_time,At what time do the volleyball courts close on Tuesdays?
ask_facility_time,What are the operating hours of the tennis courts?
ask_facility_time,When can I use the tennis facilities?
ask_facility_time,Are the tennis courts open on weekends?
ask_facility_time,How late are the tennis courts open?
ask_facility_time,What is the opening time of the tennis field?
ask_facility_time,When does the tennis field open?
ask_facility_time,Can I play tennis at the tennis field after 5 PM?
ask_facility_time,At what time is the tennis field available for use?
ask_facility_time,What are the operating hours of the small football field?
ask_facility_time,When is the small football field available for use?
ask_facility_time,How long is the small football field open on weekends?
ask_facility_time,At what time does the small football field usually close?
ask_facility_time,What are the operating hours of the football field on campus?
ask_facility_time,When is the football field open today?
ask_facility_time,Can I book the football field at night?
ask_facility_time,Is the football field available for use during weekends?
ask_facility_time,What are the operating hours of the basketball court?
ask_facility_time,How late is the basketball court open?
ask_facility_time,When does the basketball court close tonight?
ask_facility_time,Are there any time slots available at the basketball court today?
ask_facility_time,What are the basketball field operating hours?
ask_facility_time,When is the basketball field open?
ask_facility_time,How late can I play at the basketball field?
ask_facility_time,Are there any time slots available to book the basketball field?
ask_facility_time,What time does the stadium open?
ask_facility_time,When is the stadium available on weekends?
ask_facility_time,Is the stadium accessible during weekdays?
ask_facility_time,At what hour do the stadium facilities close?
ask_facility_time,What are the visiting hours of Sports Stadium?
ask_facility_time,When is Sports Stadium open to visitors?
ask_facility_time,What time does Sports Stadium start closing its doors?
ask_facility_time,At what time can I visit Sports Stadium?
ask_facility_time,What are the operating hours of the swimming pool?
ask_facility_time,When does the swimming pool open?
ask_facility_time,How late is the swimming pool open on weekends?
ask_facility_time,Are there any events scheduled at the swimming pool during the weekend?
ask_facility_time,What time does the pool open?
ask_facility_time,When is the pool open today?
ask_facility_time,At what time can I use the pool facility?
ask_facility_time,How late is the pool open?
ask_facility_time,What time does the gym open?
ask_facility_time,How long are the gym's operating hours on weekends?
ask_facility_time,Can I visit the gym after midnight?
ask_facility_time,Are there any changes to the gym's business hours this week?
ask_facility_time,What are the operating hours of the campus gym?
ask_facility_time,When is the fitness center open?
ask_facility_time,How late can I use the university's gym facilities?
ask_facility_time,What time does the gym at our school start to operate?
ask_facility_time,What are the visiting hours of the infirmary's facility?
ask_facility_time,How long does it take to get an appointment at the infirmary facility?
ask_facility_time,When is the next available time slot for infirmary facility?
ask_facility_time,Are there any restrictions on visiting the infirmary's facility during peak hours?
ask_facility_time,What are the operating hours of Medical Centre's radiology department?
ask_facility_time,When does Medical Centre's pharmacy open on weekends?
ask_facility_time,Can I schedule a doctor's appointment at Medical Centre during lunch break?
ask_facility_time,Are Medical Centre's medical facilities available after business hours?
ask_facility_time,What are the operating hours of the badminton court?
ask_facility_time,When does the badminton court open?
ask_facility_time,Can I use the badminton court at midnight?
ask_facility_time,Is the badminton court available on weekends?
ask_facility_time,What are the badminton field operating hours today?
ask_facility_time,When is the badminton facility open tomorrow morning?
ask_facility_time,How late does the badminton court remain operational on weekends?
ask_facility_time,Is the university's badminton field open during lunch breaks?
ask_facility_time,What are the operating hours of A1 Teaching Building?
ask_facility_time,When is A1 Teaching Building open to students?
ask_facility_time,How late can I access A1 Teaching Building?
ask_facility_time,At what time does A1 Teaching Building close on weekends?
ask_facility_time,What is the opening hour of A1 Building?
ask_facility_time,At what time does A1 Building open?
ask_facility_time,How late is A1 Building open on weekends?
ask_facility_time,Does A1 Building close early today?
ask_facility_time,What are the opening hours of the A2 Teaching Building?
ask_facility_time,When is the A2 Teaching Building open to students?
ask_facility_time,How long does it take to access the facilities in the A2 Teaching Building?
ask_facility_time,At what time can we visit the A2 Teaching Building?
ask_facility_time,What are the opening hours of A2 building?
ask_facility_time,When does A2 building operate?
ask_facility_time,At what time is A2 building open to students?
ask_facility_time,How late can I access A2 building?
ask_facility_time,What are the library hours in A4 Teaching Building?
ask_facility_time,When is the opening time of A4 Teaching Building's computer lab?
ask_facility_time,How late is the A4 Teaching Building open on weekends?
ask_facility_time,At what time does A4 Teaching Building's student lounge close?
ask_facility_time,What are the operating hours of A4 Building?
ask_facility_time,When does A4 Building open on weekends?
ask_facility_time,How late is A4 Building open today?
ask_facility_time,At what time does A4 Building close?
ask_facility_time,What are the class hours of A5 Teaching Building?
ask_facility_time,When do the classes start in A5 Teaching Building?
ask_facility_time,How late is the A5 Teaching Building open?
ask_facility_time,Are there any evening classes at the A5 Teaching Building?
ask_facility_time,What are the opening hours of the A5 building?
ask_facility_time,How late is the A5 building open on a Friday?
ask_facility_time,When does the A5 facility close?
ask_facility_time,Can I visit the A5 building during the weekend?
ask_facility_time,What are the opening hours of the library?
ask_facility_time,When is the library open?
ask_facility_time,What time does the library close today?
ask_facility_time,How late is the library open on weekends?
ask_facility_time,What are the library hours of A3 Library?
ask_facility_time,At what time is the study area available at A3 Library?
ask_facility_time,Can I access the computers in A3 Library after 5 PM?
ask_facility_time,Are the quiet rooms in A3 Library available during weekend?
ask_facility_info,What facilities does B1 Supermarket have?
ask_facility_info,Are there any ATMs available at B1 Supermarket?
ask_facility_info,Can I find a pharmacy inside B1 Supermarket?
ask_facility_info,Does B1 Supermarket have a cashless payment system?
ask_facility_info,What facilities are available at B1 Super Market?
ask_facility_info,Is Wi-Fi available in B1 Super Market?
ask_facility_info,Does B1 Super Market have ATM services?
ask_facility_info,Are there any restaurants inside B1 Super Market?
ask_facility_info,Where is the nearest B1 Dining Area?
ask_facility_info,What are the facilities available in B1 Dining Area?
ask_facility_info,Is there a study space in B1 Dining Area?
ask_facility_info,Can I have Wi-Fi access in B1 Dining Area?
ask_facility_info,What facilities are available in B1 Dining?
ask_facility_info,Can I use my phone charger in B1 Dining?
ask_facility_info,Is there Wi-Fi available in B1 Dining?
ask_facility_info,What facilities does ATMs near me have?
ask_facility_info,Can I withdraw cash from the ATMs at this university?
ask_facility_info,Where is the nearest cash machine?
ask_facility_info,Is there a cash machine available in the library?
ask_facility_info,Can I find a cash machine on campus?
ask_facility_info,Are there any cash machines near the student union?
ask_facility_info,What are the opening hours of IELTS Office?
ask_facility_info,Is IELTS Office open on weekends?
ask_facility_info,Where is the study area located in IELTS Office?
ask_facility_info,Does IELTS Office have free Wi-Fi?
ask_facility_info,What facilities are available at the IELTS Centre?
ask_facility_info,Are there any amenities provided by the IELTS Centre?
ask_facility_info,Can you tell me about the IELTS Centre's infrastructure?
ask_facility_info,What kind of equipment and resources does the IELTS Centre offer?
ask_facility_info,What facilities are available in the yoga room?
ask_facility_info,Is there a yoga room with air conditioning on campus?
ask_facility_info,Can I reserve the yoga room for my group?
ask_facility_info,Are the yoga rooms open to students during evenings?
ask_facility_info,What amenities does Prana Yoga provide?
ask_facility_info,Does Prana Yoga have showers?
ask_facility_info,Are there lockers available at Prana Yoga?
ask_facility_info,Can I rent a yoga mat at Prana Yoga?
ask_facility_info,What facilities are available at TCM Clinic?
ask_facility_info,Are there any gyms or pools at TCM Clinic campus?
ask_facility_info,Does TCM Clinic have a library?
ask_facility_info,What sports facilities are available in TCM Clinic?
ask_facility_info,What facilities are available at TCM Clinic?
ask_facility_info,Does TCM Clinic have any amenities for patients?
ask_facility_info,Are there any services or equipment available at TCM Clinic's facility?
ask_facility_info,Can you tell me more about the facilities provided by TCM Clinic?
ask_facility_info,What facilities are available at PluxHealth Clinic?
ask_facility_info,Can I get a list of services offered by PluxHealth Clinic?
ask_facility_info,Are there any amenities available at PluxHealth Clinic?
ask_facility_info,What kind of facilities does PluxHealth Clinic have?
ask_facility_info,What facilities does PluX Health have?
ask_facility_info,What kind of equipment is available at PluX Health?
ask_facility_info,Can I use the pool or gym at PluX Health?
ask_facility_info,Does PluX Health offer any childcare services?
ask_facility_info,What are the working hours of the Maintenance Office?
ask_facility_info,Where is the Maintenance Office located in campus?
ask_facility_info,How do I contact the Maintenance Office for repair services?
ask_facility_info,Can someone guide me to the Maintenance Office in the university?
ask_facility_info,What facilities does the Repair Office provide?
ask_facility_info,Can I access any tools at the Repair Office?
ask_facility_info,Are there any machines available for use in the Repair Office?
ask_facility_info,Does the Repair Office have any common areas available?
ask_facility_info,What facilities does the Admissions Office have?
ask_facility_info,Are there any specific services available at the Admissions Office facility?
ask_facility_info,Can I get a tour of the Admissions Office facilities?
ask_facility_info,Is the Admissions Office equipped with any accessibility features?
ask_facility_info,Where is the Admission Office located?
ask_facility_info,How do I get to the Admission Office?
ask_facility_info,What are the office hours of the Admission Office?
ask_facility_info,Can you provide me with a map to find the Admission Office?
ask_facility_info,Is there a volleyball court in the gym?
ask_facility_info,Where is the volleyball facility located on campus?
ask_facility_info,Are there any facilities to play volleyball?
ask_facility_info,Can I book the volleyball court in advance?
ask_facility_info,Where is the volleyball court located on campus?
ask_facility_info,What are the operating hours of the volleyball courts?
ask_facility_info,Are the volleyball facilities available for booking?
ask_facility_info,How do I reserve a spot in the volleyball court?
ask_facility_info,Are there tennis courts on campus?
ask_facility_info,Can I book a tennis court?
ask_facility_info,Is there a tennis court available right now?
ask_facility_info,How many tennis courts are there in total?
ask_facility_info,What are the opening hours of the tennis field?
ask_facility_info,How to rent a tennis court in the facility?
ask_facility_info,Is there any ball machine available in the tennis field?
ask_facility_info,Are racquets and shoes allowed for use in the tennis field?
ask_facility_info,What are the facilities available at the university's small football field?
ask_facility_info,Are there any food stalls near the small football field in our campus?
ask_facility_info,Can I book the small football field for a event with sound system?
ask_facility_info,Do the restrooms at the small football field have wheelchair accessibility?
ask_facility_info,What facilities are available at the university football field?
ask_facility_info,Are there restrooms near the football field on campus?
ask_facility_info,What is the capacity of the university's football field?
ask_facility_info,Is there a water fountain available for athletes using the football field?
ask_facility_info,What facilities does the university have for playing basketball?
ask_facility_info,Are there any basketball courts available in the gym?
ask_facility_info,Can I book a time slot at the basketball court facility?
ask_facility_info,Is the basketball court open to students during weekends?
ask_facility_info,Where is the basketball court located?
ask_facility_info,Can I book the basketball field in advance?
ask_facility_info,What facilities does the KLCC Park Stadium have?
ask_facility_info,Can I find lockers at the Petronas Twin Towers Stadium?
ask_facility_info,What facilities does Sports Stadium offer?
ask_facility_info,Is Sports Stadium equipped with Wi-Fi?
ask_facility_info,Are there lockers available at Sports Stadium?
ask_facility_info,Can I charge my devices at Sports Stadium?
ask_facility_info,What facilities does the student accommodation have?
ask_facility_info,Is there a swimming pool in the new dormitory building?
ask_facility_info,Is there a pool in the university?
ask_facility_info,Can I swim in the campus pool?
ask_facility_info,What facilities does the campus have including pools?
ask_facility_info,Are there any pools available on campus?
ask_facility_info,What is the opening hours of the gym?
ask_facility_info,Are there any weights available at this gym facility?
ask_facility_info,Can I book a personal trainer session at the gym facility?
ask_facility_info,How do I get to the gym's locker room?
ask_facility_info,What facilities are available at the university's gym?
ask_facility_info,Can I access a sauna at the Gymnasium?
ask_facility_info,Are there any lockers provided in the university's Gymnasium?
ask_facility_info,Does the Gymnasium have a swimming pool?
ask_facility_info,What facilities are available at the infirmary?
ask_facility_info,Can I get a list of services provided by the infirmary's facility department?
ask_facility_info,Are there any gym equipment available in the infirmary's facility area?
ask_facility_info,How do I access the infirmary's medical facility?
ask_facility_info,What facilities are available at Tunku Jaafar Medical Centre?
ask_facility_info,Does Tunku Jaafar Medical Centre have an X-ray machine?
ask_facility_info,Are there any sports facilities provided by Tunku Jaafar Medical Centre?
ask_facility_info,Is Tunku Jaafar Medical Centre equipped with an emergency department?
ask_facility_info,What are the opening hours of the badminton court?
ask_facility_info,How can I book a session at the badminton court on campus?
ask_facility_info,Where is the badminton court located in the university?
ask_facility_info,Are there any special facilities available for students using the badminton court?
ask_facility_info,Where is the badminton field located on campus?
ask_facility_info,What facilities are available at the badminton court?
ask_facility_info,Can anyone book the badminton field in advance?
ask_facility_info,Is there a dressing room near the Badminton Field?
ask_facility_info,What facilities are available at the A1 Teaching Building?
ask_facility_info,Are there any laboratories in the A1 Teaching Building?
ask_facility_info,Can I find a quiet study area in the A1 Teaching Building?
ask_facility_info,Is there a library located within the A1 Teaching Building?
ask_facility_info,What facilities are available in A1 Building?
ask_facility_info,Can I find a library in A1 Building?
ask_facility_info,Are there any sports facilities in A1 Building?
ask_facility_info,Is there a gym available in A1 Building?
ask_facility_info,What facilities are available in A2 Teaching Building?
ask_facility_info,Are there any gyms or libraries in A2 Teaching Building?
ask_facility_info,Where can I find the student lounge and classrooms in A2 Teaching Building?
ask_facility_info,What services such as printing or IT support are available in A2 Teaching Building?
ask_facility_info,Where is the gym located in A2 Building?
ask_facility_info,What facilities are available in A2 Building?
ask_facility_info,How do I get to the swimming pool from A2 Building?
ask_facility_info,Are there any study areas in A2 Building?
ask_facility_info,What facilities are available in A4 teaching building?
ask_facility_info,Are there any libraries in A4 teaching building?
ask_facility_info,Can I access the gym from A4 teaching building?
ask_facility_info,Is there a canteen located within A4 teaching building?
ask_facility_info,What facilities are available in A4 Building?
ask_facility_info,Are there any gyms in A4 Building?
ask_facility_info,Can you tell me about the libraries in A4 Building?
ask_facility_info,Is there a cafeteria or canteen in A4 Building?
ask_facility_info,What facilities are available in the A5 Teaching Building?
ask_facility_info,Can I find a projector in the A5 Teaching Building?
ask_facility_info,Are there any quiet study areas in the A5 Teaching Building?
ask_facility_info,Where can I find a photocopier in the A5 Teaching Building?
ask_facility_info,What facilities are available in A5 Building?
ask_facility_info,Are there any gyms or sports complex in A5 Building?
ask_facility_info,Can I find a library or study space in A5 Building?
ask_facility_info,Is there a cafeteria or food court in A5 Building?
ask_facility_info,What are the opening hours of the library?
ask_facility_info,Is the library's printing service available?
ask_facility_info,Where is the library's study area located?
ask_facility_info,Can I access the library's Wi-Fi from my laptop?
ask_facility_info,What facilities are available in A3 Library?
ask_facility_info,How do I access the study areas in A3 Library?
ask_facility_info,Are there any bookshelves available in A3 Library?
ask_facility_info,Can I find computers for internet use in A3 Library?
ask_building_location,where is the location of B1 building?
ask_building_location,what are the directions to B1 building?
ask_building_location,how can i get to B1 building?
ask_building_location,where is B1 building located?
ask_building_location,Where is b1 located on campus?
ask_building_location,Can you direct me to building b1?
ask_building_location,How do I get to the location of b1?
ask_building_location,What's the address of building b1?
ask_building_location,Where is the library located?
ask_building_location,How do I get to the student union building?
ask_building_location,Can you tell me the address of the auditorium?
ask_building_location,What are the directions to the cafeteria?
ask_building_location,Where is the location of Sengkang Grand Mall?
ask_building_location,Can you tell me where Sengkang Grand Mall is located?
ask_building_location,How do I get to Sengkang Grand Mall?
ask_building_location,What are the directions to Sengkang Grand Mall?
ask_building_location,Where is Block LY Buildings located?
ask_building_location,Can you direct me to Block LY Buildings?
ask_building_location,How do I get to Block LY Buildings?
ask_building_location,What are the directions to Block LY Buildings?
ask_building_location,where is Block LY located?
ask_building_location,how can I get to Block LY?
ask_building_location,what is the address of Block LY building?
ask_building_location,where is Block LY situated?
ask_building_location,Where is the location of Building LY?
ask_building_location,I'm looking for the address of LY building.
ask_building_location,Can you tell me where LY building is located?
ask_building_location,What's the exact location of Building LY?
ask_building_location,Where is LY zone located on campus?
ask_building_location,Can you show me the map to LY zone building?
ask_building_location,What are the directions to get to LY zone?
ask_building_location,How can I find LY zone on the university map?
ask_building_location,Where is Ly Zone building located?
ask_building_location,How do I get to Ly Zone building?
ask_building_location,What are the directions to Ly Zone building?
ask_building_location,Can you provide me with the address of Ly Zone building?
ask_building_location,Where is Block D located on campus?
ask_building_location,Can you direct me to Block D building?
ask_building_location,"I'm lost, how do I get to Block D from here?"
ask_building_location,What's the address of Block D building?
ask_building_location,Where is Block D located?
ask_building_location,How do I get to Block D building?
ask_building_location,Can you show me where Block D is on the map?
ask_building_location,What are the directions to Block D?
ask_building_location,Where is the D block located?
ask_building_location,Can you show me where D block is on the campus map?
ask_building_location,How do I get to D block?
ask_building_location,What are the nearest landmarks to D block?
ask_building_location,Where is the D Zone building located?
ask_building_location,Can you show me where D Zone is on campus?
ask_building_location,How do I get to the D Zone building from here?
ask_building_location,What are the directions to reach D Zone building?
ask_building_location,Where is D Block located on campus?
ask_building_location,Can you give me directions to D Block?
ask_building_location,"I'm looking for D Block, where is it?"
ask_building_location,How do I get to Building D?
ask_building_location,Where is the XMUM IAEC building located?
ask_building_location,Can you show me the location of XMUM IAEC on the map?
ask_building_location,How do I get to the XMUM IAEC building from here?
ask_building_location,What are the directions to reach the XMUM IAEC building?
ask_building_location,Where is the IAEC building located?
ask_building_location,How do I get to IAEC?
ask_building_location,Can you show me the location of IAEC on a map?
ask_building_location,What are the directions to IAEC building?
ask_building_location,Where is IAEC Building located?
ask_building_location,Can you give me directions to IAEC Building?
ask_building_location,"I am lost, how do I get to IAEC Building?"
ask_building_location,What are the coordinates of IAEC Building?
ask_building_location,Where is the IAEc building located?
ask_building_location,Can you tell me how to get to the IAEc building?
ask_building_location,I'm looking for directions to the IAEc building.
ask_building_location,What are the coordinates of the IAEc building?
ask_building_location,Where is the Main Building located on campus?
ask_building_location,Can you direct me to the Science Building?
ask_building_location,How do I get to the Engineering Building?
ask_building_location,What are the directions to the University Hall?
ask_building_location,Where is the library located in school?
ask_building_location,Can you tell me where the student union is located in hotel?
ask_building_location,How do I get to the cafeteria from school building?
ask_building_location,What's the address of the lecture hall in hotel building?
ask_building_location,Where is the location of Grand Hotel?
ask_building_location,"Can you tell me the address of the hotel, The Ritz-Carlton?"
ask_building_location,I am looking for the location of the building where Ibis Hotel is situated.
ask_building_location,What are the directions to get to Sofitel Singapore Sentosa Resort & Spa?
ask_building_include,Does the library have a building B1?
ask_building_include,Is the computer lab located in building B1?
ask_building_include,What floor is the cafeteria on in building B1?
ask_building_include,Can I find the staff room in building B1?
ask_building_include,Does the university library include building B1?
ask_building_include,Is building B1 included in the university campus?
ask_building_include,What buildings are included in the B1 complex?
ask_building_include,Are there any other buildings besides B1 that are part of the university?
ask_building_include,Is the lecture hall in building A3?
ask_building_include,What are the facilities available in building A3?
ask_building_include,Where is the library located in building A3?
ask_building_include,Are there any elevators in building A3?
ask_building_include,What buildings does the university library include?
ask_building_include,Does the admin building have any other facilities inside it?
ask_building_include,Is the library building included in the campus?
ask_building_include,Does the student center building include any libraries?
ask_building_include,What are the buildings included in LY zone?
ask_building_include,Can you give me a list of all the buildings in LY zone?
ask_building_include,"I am looking for the names of some buildings within LY zone, can you tell me?"
ask_building_include,Which are the different types of buildings available in LY zone?
ask_building_include,Which buildings include Block D in their address?
ask_building_include,Are there any locations with Block D as part of their building name?
ask_building_include,Is block D included in campus?
ask_building_include,Does block D exist on campus?
ask_building_include,Can I find block D at this university?
ask_building_include,Is building D part of our campus?
ask_building_include,Where is D Block located on campus?
ask_building_include,Can you show me where D Block building is?
ask_building_include,How do I get to D Block?
ask_building_include,What's the address of D Block building?
ask_building_include,Is D Zone building included in campus?
ask_building_include,Does the university's map include D Zone building?
ask_building_include,Can I find D Zone building on the campus directory?
ask_building_include,Is D Zone a part of the university buildings?
ask_building_include,Does the library building include D-zone?
ask_building_include,Is there a D-zone in the university's main library building?
ask_building_include,Can I find D-zone in the university's library?
ask_building_include,Will D-zone be included in the new library building?
ask_building_include,What buildings are in D Block?
ask_building_include,Is D Block a single building or multiple?
ask_building_include,Can you list all buildings present in D Block?
ask_building_include,Are there any other buildings similar to D Block?
ask_building_include,What buildings are in XMUM IAEC?
ask_building_include,Can you tell me about the facilities in XMUM IAEC?
ask_building_include,Which blocks are included in XMUM IAEC campus?
ask_building_include,Are there any new buildings added to XMUM IAEC?
ask_building_include,Does IAEC building have a library?
ask_building_include,Is the IAEC building fully air-conditioned?
ask_building_include,Can I find the cafeteria in IAEC building?
ask_building_include,Are there any sports facilities inside IAEC building?
ask_building_include,What facilities are available in IAEC Building?
ask_building_include,Can you tell me about IAEC Building?
ask_building_include,"I am looking for a place to study, is IAEC Building suitable?"
ask_building_include,Are there any recreational areas in IAEC Building?
ask_building_include,What buildings are included in IAEc?
ask_building_include,Can you give me a list of buildings in IAEc?
ask_building_include,I am looking for a map of IAEc building's location
ask_building_include,Which areas are covered by IAEc building?
ask_building_include,Does IAEC building have a lecture theatre?
ask_building_include,Can you tell me about facilities in IAEC building?
ask_building_include,Does the new school building include a library?
ask_building_include,Is there a hotel with a big building in the area?
ask_handbook_info,What are the birthday cake recommendations in the student handbook?
ask_handbook_info,Can you show me the guidelines for birthday cake ideas from the handbook?
