,0
2944,"[('How do I claim my printing refund in the student center?', {'entities': [(18, 33, 'building')]})]"
2945,"[('Where is the refund printing department?', {'entities': [(13, 28, 'building')]})]"
2946,"[('I need to go to the refund printing center.', {'entities': [(20, 35, 'building')]})]"
2947,"[('How do I get to the refund printing office?', {'entities': [(20, 35, 'building')]})]"
2948,"[('Where can I find the manual for How to Use Laundry and Drying Machines?', {'entities': [(32, 70, 'building')]})]"
2949,"[('Is there a guide available for using the laundry facilities at How to Use Laundry and Drying Machines?', {'entities': [(63, 101, 'building')]})]"
2950,"[('What is the location of How to Use Laundry and Drying Machines on campus?', {'entities': [(24, 62, 'building')]})]"
2951,"[('Where are the washing machines located in my dorm?', {'entities': [(14, 30, 'building')]})]"
2952,"[('Can I find washing machines near the gym?', {'entities': [(11, 27, 'building')]})]"
2953,"[('Are there laundry facilities with washing machines on each floor?', {'entities': [(34, 50, 'building')]})]"
2954,"[('Where is the laundry room with a dryer?', {'entities': [(33, 38, 'building')]})]"
2955,"[('How do I use the dryer in the gym?', {'entities': [(17, 22, 'building')]})]"
2956,"[('Is there a dryer available for public use?', {'entities': [(11, 16, 'building')]})]"
2957,"[('Where is the laundry on campus?', {'entities': [(13, 20, 'building')]})]"
2958,"[('Can you tell me where the laundry is located?', {'entities': [(26, 33, 'building')]})]"
2959,"[('I need to do my laundry, where is it?', {'entities': [(16, 23, 'building')]})]"
2960,"[('Where is the location of How to Use the Shoe Washing Machine on campus?', {'entities': [(25, 60, 'building')]})]"
2961,"[('Can someone show me how to use the How to Use the Shoe Washing Machine?', {'entities': [(35, 70, 'building')]})]"
2962,"[('Is there a tutorial for using the How to Use the Shoe Washing Machine?', {'entities': [(34, 69, 'building')]})]"
2963,"[('Where is the shoe washing machine in the dorm?', {'entities': [(13, 33, 'building')]})]"
2964,"[('Can I use the shoe washing machine in building B2?', {'entities': [(14, 34, 'building')]})]"
2965,"[('What room has a shoe washing machine?', {'entities': [(16, 36, 'building')]})]"
2967,"[('I need help finding the wash shoes place', {'entities': [(24, 34, 'building')]})]"
2968,"[(""Can you tell me where the building with 'wash shoes' is located?"", {'entities': [(41, 51, 'building')]})]"
2969,"[('Where is the shoe cleaner located in the campus?', {'entities': [(13, 25, 'building')]})]"
2970,"[(""I'm looking for the shoe cleaner near my dorm."", {'entities': [(20, 32, 'building')]})]"
2971,"[('Can you show me the location of the shoe cleaner on the map?', {'entities': [(36, 48, 'building')]})]"
2972,"[('Where can I find the instructions for How to Use Dry Cleaning Service?', {'entities': [(38, 69, 'building')]})]"
2973,"[('Is there a guide for using the How to Use Dry Cleaning Service on campus?', {'entities': [(31, 62, 'building')]})]"
2974,"[('Can someone explain how to use the How to Use Dry Cleaning Service?', {'entities': [(35, 66, 'building')]})]"
2975,"[('What are the procedures of How to Use Dry Cleaning Service?', {'entities': [(27, 58, 'building')]})]"
2976,"[('Where is the dry cleaning service located?', {'entities': [(13, 25, 'building')]})]"
2978,"[('How do I access the dry cleaning facility on campus?', {'entities': [(20, 32, 'building')]})]"
2979,"[('Where is the laundry service located?', {'entities': [(13, 28, 'building')]})]"
2980,"[('Can I find the laundry service near my dorm?', {'entities': [(15, 30, 'building')]})]"
2981,"[('Is the laundry service available on campus?', {'entities': [(7, 22, 'building')]})]"
2982,"[('Can you tell me How to Withdraw Money from Campus ATM?', {'entities': [(16, 53, 'building')]})]"
2983,"[(""I'm having trouble finding the location of How to Withdraw Money from Campus ATM."", {'entities': [(43, 80, 'building')]})]"
2984,"[(""What's the procedure for using How to Withdraw Money from Campus ATM?"", {'entities': [(31, 68, 'building')]})]"
2985,"[('Where is the atm withdrawal machine located?', {'entities': [(13, 27, 'building')]})]"
2986,"[('I need to withdraw cash using the atm withdrawal service', {'entities': [(34, 48, 'building')]})]"
2987,"[('Can you tell me where the nearest atm withdrawal point is', {'entities': [(34, 48, 'building')]})]"
2988,"[('Where can I withdraw money in the campus?', {'entities': [(12, 26, 'building')]})]"
2989,"[('Can I withdraw money at the school bank?', {'entities': [(6, 20, 'building')]})]"
2990,"[('How do I withdraw money from my student account?', {'entities': [(9, 23, 'building')]})]"
2991,"[('Where is the campus atm located?', {'entities': [(13, 23, 'building')]})]"
2992,"[('Can I withdraw money from the campus atm?', {'entities': [(30, 40, 'building')]})]"
2993,"[('Is the campus atm open on weekends?', {'entities': [(7, 17, 'building')]})]"
2994,"[('Where is the cash withdrawal machine located?', {'entities': [(13, 28, 'building')]})]"
2995,"[('How do I make a cash withdrawal at the ATM in B1?', {'entities': [(16, 31, 'building')]})]"
2996,"[('What is the location of the cash withdrawal desk on campus?', {'entities': [(28, 43, 'building')]})]"
2997,"[('Where is the Campus Coffee Shops and Vending Machine Locations?', {'entities': [(13, 62, 'building')]})]"
2998,"[(""I'm looking for Campus Coffee Shops and Vending Machine Locations on campus."", {'entities': [(16, 65, 'building')]})]"
2999,"[('Can you tell me the address of Campus Coffee Shops and Vending Machine Locations?', {'entities': [(31, 80, 'building')]})]"
3001,"[('Can I study at the coffee shops campus?', {'entities': [(19, 38, 'building')]})]"
3003,"[('Where can I find vending machines on campus?', {'entities': [(17, 33, 'building')]})]"
3004,"[('Are there any vending machines near the library?', {'entities': [(14, 30, 'building')]})]"
3005,"[('How much do vending machines in the dorm cost?', {'entities': [(12, 28, 'building')]})]"
3006,"[('Where are the coffee locations on campus?', {'entities': [(14, 30, 'building')]})]"
3007,"[(""I'm looking for a place to study with good coffee locations nearby"", {'entities': [(43, 59, 'building')]})]"
3008,"[('Can you show me the map of the coffee locations in our university?', {'entities': [(31, 47, 'building')]})]"
3010,"[('What are the steps for school email and campus id setup?', {'entities': [(23, 55, 'building')]})]"
3012,"[('Can you help me with the email setup in B1?', {'entities': [(25, 36, 'building')]})]"
3013,"[('Where is the room for email setup located?', {'entities': [(22, 33, 'building')]})]"
3014,"[('Is there a workshop on email setup tomorrow?', {'entities': [(23, 34, 'building')]})]"
3015,"[('How do I request password reset at Student Union?', {'entities': [(17, 31, 'building')]})]"
3016,"[('Where is the password reset location in Admin Building?', {'entities': [(13, 27, 'building')]})]"
3017,"[('Can I get help with password reset at Library?', {'entities': [(20, 34, 'building')]})]"
3018,"[('What are the steps for password reset at Computer Lab?', {'entities': [(23, 37, 'building')]})]"
3019,"[('I need help with How to View Timetable on campus', {'entities': [(17, 38, 'building')]})]"
3020,"[('Where is the location for How to View Timetable?', {'entities': [(26, 47, 'building')]})]"
3021,"[('Can you explain How to View Timetable for me?', {'entities': [(16, 37, 'building')]})]"
3025,"[('Where can I find the class schedule for today?', {'entities': [(21, 35, 'building')]})]"
3026,"[('Can you show me the class schedule for this week?', {'entities': [(20, 34, 'building')]})]"
3027,"[('What is the location of the class schedule?', {'entities': [(28, 42, 'building')]})]"
3028,"[('I need help finding my class schedule.', {'entities': [(23, 37, 'building')]})]"
3029,"[('Where can I find the course timetable?', {'entities': [(21, 37, 'building')]})]"
3030,"[('I need to check the course timetable for tomorrow.', {'entities': [(20, 36, 'building')]})]"
3031,"[('Can you show me the course timetable for next week?', {'entities': [(20, 36, 'building')]})]"
3032,"[('Where is the academic schedule posted on campus?', {'entities': [(13, 30, 'building')]})]"
3033,"[(""I'm looking for a digital copy of the current academic schedule."", {'entities': [(46, 63, 'building')]})]"
3034,"[('Can you tell me when the new academic schedule will be available online?', {'entities': [(29, 46, 'building')]})]"
3035,"[('Where is the Course Registration Guide located?', {'entities': [(13, 38, 'building')]})]"
3036,"[('Can I find the Course Registration Guide in the library?', {'entities': [(15, 40, 'building')]})]"
3037,"[('How do I access the Course Registration Guide?', {'entities': [(20, 45, 'building')]})]"
3038,"[('Where is the course registration office?', {'entities': [(13, 32, 'building')]})]"
3039,"[('I need help with course registration on campus.', {'entities': [(17, 36, 'building')]})]"
3040,"[('Can you tell me how to do course registration?', {'entities': [(26, 45, 'building')]})]"
3041,"[('How do I register courses in the Student Center?', {'entities': [(9, 25, 'building')]})]"
3042,"[('Where is the building to register courses?', {'entities': [(25, 41, 'building')]})]"
3047,"[('What are the electives offered in the Science Building?', {'entities': [(13, 22, 'building')]})]"
3048,"[('Where can I find information about the electives available at our school?', {'entities': [(39, 48, 'building')]})]"
3049,"[('Which department offers the best electives for a business major?', {'entities': [(33, 42, 'building')]})]"
3050,"[('Where can I find Course Retake Information?', {'entities': [(17, 42, 'building')]})]"
3051,"[('How do I access Course Retake Information online?', {'entities': [(16, 41, 'building')]})]"
3052,"[('Can someone help me with the Course Retake Information form?', {'entities': [(29, 54, 'building')]})]"
3053,"[('What is the location of the Course Retake Information office?', {'entities': [(28, 53, 'building')]})]"
3054,"[('How do I schedule a course retake?', {'entities': [(20, 33, 'building')]})]"
3055,"[('Where is the course retake office located?', {'entities': [(13, 26, 'building')]})]"
3056,"[('Where can I find information about retake courses?', {'entities': [(35, 49, 'building')]})]"
3057,"[('How do I enroll in retake courses?', {'entities': [(19, 33, 'building')]})]"
3058,"[('Are retake courses available for all students?', {'entities': [(4, 18, 'building')]})]"
3059,"[('What are the failed courses in B1 Building?', {'entities': [(31, 42, 'building')]})]"
3062,"[('How can I drop failed courses from last semester?', {'entities': [(35, 48, 'building')]})]"
3065,"[(""What's the location of the resit building?"", {'entities': [(27, 32, 'building')]})]"
3066,"[('Where is the resit building located?', {'entities': [(13, 18, 'building')]})]"
3067,"[('Can you show me the way to the resit building?', {'entities': [(31, 36, 'building')]})]"
3068,"[('Is the resit building on campus?', {'entities': [(7, 12, 'building')]})]"
3069,"[('Where can I find the Attendance and Leave Policy?', {'entities': [(21, 48, 'building')]})]"
3070,"[('What are the rules for Attendance and Leave Policy on campus?', {'entities': [(23, 50, 'building')]})]"
3071,"[('Can you send me the link for Attendance and Leave Policy?', {'entities': [(29, 56, 'building')]})]"
3072,"[('What is the attendance policy for students in dorm A?', {'entities': [(12, 29, 'building')]})]"
3073,"[('Where can I find information about the attendance policy on campus?', {'entities': [(39, 56, 'building')]})]"
3074,"[('I lost my student ID, will it affect my attendance policy?', {'entities': [(40, 57, 'building')]})]"
3075,"[('How do I submit a leave application at the student affairs office?', {'entities': [(18, 35, 'building')]})]"
3076,"[('Where can I find the leave application form in building X?', {'entities': [(21, 38, 'building')]})]"
3077,"[('What is the deadline for submitting a leave application to HR department?', {'entities': [(38, 55, 'building')]})]"
3078,"[('What is the policy on class attendance in B1?', {'entities': [(22, 38, 'building')]})]"
3079,"[('How does class attendance affect grades?', {'entities': [(9, 25, 'building')]})]"
3080,"[('I need help with understanding my class attendance status', {'entities': [(34, 50, 'building')]})]"
3084,"[('What are the holiday rescheduling rules for A Zone?', {'entities': [(13, 33, 'building')]})]"
3085,"[('I want to check the holiday rescheduling policy in B1 Building', {'entities': [(20, 40, 'building')]})]"
3086,"[('Can I get more information about holiday rescheduling in the student union', {'entities': [(33, 53, 'building')]})]"
3087,"[('Can you help me with class rescheduling?', {'entities': [(21, 39, 'building')]})]"
3088,"[(""I'm having trouble with the class rescheduling process."", {'entities': [(28, 46, 'building')]})]"
3089,"[(""What's the best way to go about class rescheduling?"", {'entities': [(32, 50, 'building')]})]"
3090,"[('When are the public holidays in our campus?', {'entities': [(13, 28, 'building')]})]"
3091,"[('What are the public holidays in this semester?', {'entities': [(13, 28, 'building')]})]"
3092,"[('Where is the Exam Guide and Policies located?', {'entities': [(13, 36, 'building')]})]"
3093,"[(""What's the location of Exam Guide and Policies building on campus?"", {'entities': [(23, 46, 'building')]})]"
3094,"[('I need to get a copy of Exam Guide and Policies from the Exam Guide and Policies office', {'entities': [(24, 47, 'building')]})]"
3095,"[('Where can I get the exam guide?', {'entities': [(20, 30, 'building')]})]"
3096,"[('I need help with my exam guide.', {'entities': [(20, 30, 'building')]})]"
3097,"[('What is the location of the exam guide?', {'entities': [(28, 38, 'building')]})]"
3098,"[('What are the opening hours of Examination Hall?', {'entities': [(30, 41, 'building')]})]"
3099,"[('Where is Examination Building located on campus?', {'entities': [(9, 20, 'building')]})]"
3100,"[('Is Examination Center open during summer break?', {'entities': [(3, 14, 'building')]})]"
3101,"[('Where is the deferred exam scheduled?', {'entities': [(13, 26, 'building')]})]"
3102,"[('How can I access the deferred exam location?', {'entities': [(21, 34, 'building')]})]"
3103,"[('What time does the deferred exam take place?', {'entities': [(19, 32, 'building')]})]"
3104,"[(""Where is the 'How to Contact Instructors' office located?"", {'entities': [(14, 40, 'building')]})]"
3105,"[(""Can I find the 'How to Contact Instructors' in A Zone Building?"", {'entities': [(16, 42, 'building')]})]"
3107,"[('What are the office hours of the library?', {'entities': [(13, 25, 'building')]})]"
3108,"[('When do the office hours start at the student union?', {'entities': [(12, 24, 'building')]})]"
3109,"[('Can I meet the professor during their office hours?', {'entities': [(38, 50, 'building')]})]"
3110,"[('Where is the teacher contact office?', {'entities': [(13, 28, 'building')]})]"
3111,"[('I need help from the teacher contact department', {'entities': [(21, 36, 'building')]})]"
3112,"[('Can you tell me where I can find the teacher contact room', {'entities': [(37, 52, 'building')]})]"
3113,"[('How do I access the Course Evaluation Process?', {'entities': [(20, 45, 'building')]})]"
3114,"[('Where is the Course Evaluation Process located?', {'entities': [(13, 38, 'building')]})]"
3115,"[('Can I get help with the Course Evaluation Process?', {'entities': [(24, 49, 'building')]})]"
3116,"[('How to fill out the course evaluation form?', {'entities': [(20, 37, 'building')]})]"
3117,"[('Where is the location of the course evaluation meeting?', {'entities': [(29, 46, 'building')]})]"
3118,"[('What are the benefits of taking the course evaluation survey?', {'entities': [(36, 53, 'building')]})]"
3119,"[('Where can I submit student feedback?', {'entities': [(19, 35, 'building')]})]"
3120,"[('I want to know the location of student feedback.', {'entities': [(31, 47, 'building')]})]"
3121,"[('What is the procedure for getting student feedback?', {'entities': [(34, 50, 'building')]})]"
3122,"[('Where can I find the teaching evaluation form?', {'entities': [(21, 40, 'building')]})]"
3123,"[('How do I submit my teaching evaluation?', {'entities': [(19, 38, 'building')]})]"
3124,"[('What is the deadline for teaching evaluation?', {'entities': [(25, 44, 'building')]})]"
3125,"[('Can someone help me with the teaching evaluation procedure?', {'entities': [(29, 48, 'building')]})]"
3126,"[('Where is the major transfer building?', {'entities': [(13, 27, 'building')]})]"
3127,"[('Can I find the major transfer building on campus?', {'entities': [(15, 29, 'building')]})]"
3128,"[('What is the location of the major transfer building?', {'entities': [(28, 42, 'building')]})]"
3132,"[('What are the transfer programs available in this university?', {'entities': [(13, 30, 'building')]})]"
3133,"[('Where can I find information about the transfer programs?', {'entities': [(39, 56, 'building')]})]"
3134,"[('I am interested in the transfer programs, where do I apply?', {'entities': [(23, 40, 'building')]})]"
3135,"[('I need help with my course from the academic office.', {'entities': [(36, 51, 'building')]})]"
3136,"[('Where is the academic office located on campus?', {'entities': [(13, 28, 'building')]})]"
3137,"[('What are the operating hours of the academic office?', {'entities': [(36, 51, 'building')]})]"
3138,"[('Where is the contact academic office?', {'entities': [(13, 36, 'building')]})]"
3139,"[('How do I get in touch with the contact academic office?', {'entities': [(31, 54, 'building')]})]"
3140,"[('What are the operating hours of the contact academic office?', {'entities': [(36, 59, 'building')]})]"
3141,"[('Where is the academic support office?', {'entities': [(13, 29, 'building')]})]"
3142,"[('What is the location of academic support?', {'entities': [(24, 40, 'building')]})]"
3143,"[('How do I get to the academic support center?', {'entities': [(20, 36, 'building')]})]"
3144,"[('How do I join Clubs and Societies at XMUM?', {'entities': [(14, 41, 'building')]})]"
3145,"[('What are the activities offered by Clubs and Societies at XMUM?', {'entities': [(35, 62, 'building')]})]"
3146,"[('Can I attend meetings of Clubs and Societies at XMUM?', {'entities': [(25, 52, 'building')]})]"
3147,"[('Where is the student clubs meeting?', {'entities': [(13, 26, 'building')]})]"
3148,"[(""I'm looking for information about student clubs on campus."", {'entities': [(34, 47, 'building')]})]"
3150,"[('What are the societies in the university?', {'entities': [(13, 22, 'building')]})]"
3152,"[('Which room is the University Societies office in?', {'entities': [(29, 38, 'building')]})]"
3153,"[('Where can I sign up for extracurricular activities?', {'entities': [(24, 50, 'building')]})]"
3154,"[('What are the requirements for joining extracurricular activities?', {'entities': [(38, 64, 'building')]})]"
3155,"[('How do I register for extracurricular activities?', {'entities': [(22, 48, 'building')]})]"
3156,"[('Are there any scholarships available for extracurricular activities?', {'entities': [(41, 67, 'building')]})]"
3157,"[('What is the address of hello building?', {'entities': [(23, 28, 'building')]})]"
3158,"[('Is hello building open on weekends?', {'entities': [(3, 8, 'building')]})]"
3159,"[('Where can I find the map of hello building?', {'entities': [(28, 33, 'building')]})]"
3160,"[('What is the location of hi building?', {'entities': [(24, 26, 'building')]})]"
3161,"[('Is there a meeting at hi building today?', {'entities': [(22, 24, 'building')]})]"
3162,"[('Can I take a photo in front of hi building?', {'entities': [(31, 33, 'building')]})]"
3163,"[('How do I get to hi building from here?', {'entities': [(16, 18, 'building')]})]"
3165,"[('I want to go to hey today.', {'entities': [(16, 19, 'building')]})]"
3166,"[('Is hey open on weekends?', {'entities': [(3, 6, 'building')]})]"
3167,"[('What are the opening hours of the Greetings building?', {'entities': [(34, 43, 'building')]})]"
3168,"[(""I'm looking for the location of Greetings hall."", {'entities': [(32, 41, 'building')]})]"
3169,"[('Can you give me directions to Greetings residence?', {'entities': [(30, 39, 'building')]})]"
3170,"[('Where is the greet building located?', {'entities': [(13, 18, 'building')]})]"
3171,"[('How do I get to greet building from my dorm?', {'entities': [(16, 21, 'building')]})]"
3172,"[('What time does the greet building open?', {'entities': [(19, 24, 'building')]})]"
3173,"[('When is the Goodbye building open?', {'entities': [(12, 19, 'building')]})]"
3174,"[('What are the visiting hours of Goodbye?', {'entities': [(31, 38, 'building')]})]"
3175,"[('How do I get to Goodbye building?', {'entities': [(16, 23, 'building')]})]"
3176,"[('What is the location of Bye building on campus?', {'entities': [(24, 27, 'building')]})]"
3177,"[('I am looking for Bye building.', {'entities': [(17, 20, 'building')]})]"
3178,"[('Where is Bye building located?', {'entities': [(9, 12, 'building')]})]"
3179,"[(""Where is the library, I'm supposed to meet my friend at see you"", {'entities': [(56, 63, 'building')]})]"
3180,"[('Can you tell me how to get to see you from here?', {'entities': [(30, 37, 'building')]})]"
3181,"[(""What's the address of see you on campus?"", {'entities': [(22, 29, 'building')]})]"
3182,"[('Where is the Goodbye building located?', {'entities': [(13, 20, 'building')]})]"
3183,"[('How do I get to Goodbye building from library?', {'entities': [(16, 23, 'building')]})]"
3184,"[('What floor is Goodbye in?', {'entities': [(14, 21, 'building')]})]"
3185,"[('What is the address of the Farewell building?', {'entities': [(27, 35, 'building')]})]"
3186,"[('Where is the Farewell building located on campus?', {'entities': [(13, 21, 'building')]})]"
3187,"[('Where is the Thanks hall located?', {'entities': [(13, 19, 'building')]})]"
3188,"[('I want to go to Thanks building', {'entities': [(16, 22, 'building')]})]"
3189,"[('What is the address of Thanks building', {'entities': [(23, 29, 'building')]})]"
3190,"[('Can I get directions to the Thank You building?', {'entities': [(28, 37, 'building')]})]"
3191,"[('What is the address of Thank You on campus?', {'entities': [(23, 32, 'building')]})]"
3192,"[(""Where is the library's thank you board located?"", {'entities': [(23, 28, 'building')]})]"
3193,"[('I want to visit the thank you lounge in B1.', {'entities': [(20, 25, 'building')]})]"
3194,"[('Can I leave a note on the thank you wall near the cafeteria?', {'entities': [(26, 31, 'building')]})]"
3195,"[('Where is the Appreciate building located?', {'entities': [(13, 23, 'building')]})]"
3196,"[(""I'm looking for the Appreciate Building"", {'entities': [(20, 30, 'building')]})]"
3197,"[(""What's the location of Appreciate building?"", {'entities': [(23, 33, 'building')]})]"
3198,"[(""I'm heading to Grateful Hall for my lecture"", {'entities': [(15, 28, 'building')]})]"
3202,"[('The new student orientation is at Grateful Building', {'entities': [(34, 51, 'building')]})]"
3206,"[(""What's the address of Grateful Residence?"", {'entities': [(22, 40, 'building')]})]"
3207,"[(""I'm lost, where is the sorry building?"", {'entities': [(23, 28, 'building')]})]"
3208,"[('Sorry, I forgot where the library was located near the sorry.', {'entities': [(55, 60, 'building')]})]"
3209,"[('Can you tell me the location of the sorry?', {'entities': [(36, 41, 'building')]})]"
3210,"[('How do I apologize for the noise in the Student Union Building?', {'entities': [(9, 18, 'building')]})]"
3211,"[('Can I apologize for my parking mistake at the Student Center?', {'entities': [(6, 15, 'building')]})]"
3212,"[(""I need to apologize for being late to the Library and it's closed."", {'entities': [(10, 19, 'building')]})]"
3213,"[('Where can I go to apologize for my mess in the Dormitory Building?', {'entities': [(18, 27, 'building')]})]"
3214,"[('Where is the apology building on campus?', {'entities': [(13, 20, 'building')]})]"
3215,"[(""I'm looking for the apology building."", {'entities': [(20, 27, 'building')]})]"
3216,"[('Can you show me where the apology building is located?', {'entities': [(26, 33, 'building')]})]"
3217,"[(""I'm lost, where is the building with 'excuse me' sign?"", {'entities': [(38, 47, 'building')]})]"
3218,"[(""Can you tell me which floor has 'excuse me' in the student union building?"", {'entities': [(33, 42, 'building')]})]"
3219,"[('What is the address of the Welcome Building?', {'entities': [(27, 34, 'building')]})]"
3220,"[('Where is the Welcome Building located?', {'entities': [(13, 20, 'building')]})]"
3221,"[('Can I find the Welcome Building on campus?', {'entities': [(15, 22, 'building')]})]"
3222,"[('What is the address of welcome to xmum', {'entities': [(23, 38, 'building')]})]"
3223,"[('How do I get to the event held at welcome to xmum', {'entities': [(34, 49, 'building')]})]"
3224,"[('Can someone help me with directions to welcome to xmum', {'entities': [(39, 54, 'building')]})]"
3225,"[('Where is welcome to xmu located?', {'entities': [(9, 23, 'building')]})]"
3226,"[('Can I take a photo at welcome to xmu?', {'entities': [(22, 36, 'building')]})]"
3227,"[('How do I get to welcome to xmu from dormitory?', {'entities': [(16, 30, 'building')]})]"
3228,"[('What events are happening at welcome to xmu today?', {'entities': [(29, 43, 'building')]})]"
3229,"[(""I'm new here, where is the welcome to xmum?"", {'entities': [(27, 42, 'building')]})]"
3230,"[('How do I get to welcome to xmum?', {'entities': [(16, 31, 'building')]})]"
3231,"[(""What's the address of welcome to xmum?"", {'entities': [(22, 37, 'building')]})]"
3232,"[('Where is the welcome to xmu building?', {'entities': [(13, 27, 'building')]})]"
3233,"[(""What's inside welcome to xmu?"", {'entities': [(14, 28, 'building')]})]"
3234,"[('How to get to the welcome to xmu area?', {'entities': [(18, 32, 'building')]})]"
3235,"[('Is there an event at the welcome to xmu building?', {'entities': [(25, 39, 'building')]})]"
3236,"[('I want to go shopping at Xiayicheng', {'entities': [(25, 35, 'handbook')]})]"
3237,"[('Can I get the address of Xiayicheng?', {'entities': [(25, 35, 'handbook')]})]"
3238,"[('Is there a restaurant in Xiayicheng?', {'entities': [(25, 35, 'handbook')]})]"
3239,"[('What are the rules for xiayicheng?', {'entities': [(23, 33, 'handbook')]})]"
3240,"[('I need help with a question about xiayicheng.', {'entities': [(34, 44, 'handbook')]})]"
3241,"[('Can you show me where xiayicheng is located?', {'entities': [(22, 32, 'handbook')]})]"
3242,"[('Where can I find the Xia Yi Cheng handbook?', {'entities': [(21, 33, 'handbook')]})]"
3243,"[('What is the contact information for Xia Yi Cheng in the handbook?', {'entities': [(36, 48, 'handbook')]})]"
3244,"[('Can you show me the location of Xia Yi Cheng on campus according to the handbook?', {'entities': [(32, 44, 'handbook')]})]"
3245,"[('Where can I find the menu for Tuk Tuk Thai&Taro?', {'entities': [(30, 47, 'handbook')]})]"
3246,"[('What are the ingredients used in dishes at Tuk Tuk Thai&Taro?', {'entities': [(43, 60, 'handbook')]})]"
3247,"[('How do I make a reservation at Tuk Tuk Thai&Taro?', {'entities': [(31, 48, 'handbook')]})]"
3248,"[('What is the best restaurant for Thai food according to TUK TUK THAI TARO?', {'entities': [(55, 72, 'handbook')]})]"
3249,"[('TUK TUK THAI TARO suggests the top 5 Thai restaurants on campus.', {'entities': [(0, 17, 'handbook')]})]"
3250,"[('Where can I find the menu of TUK TUK THAI TARO?', {'entities': [(29, 46, 'handbook')]})]"
3252,"[('What is the menu like at Tuk Tuk Thai', {'entities': [(25, 37, 'handbook')]})]"
3253,"[('Is Tuk Tuk Thai open for breakfast', {'entities': [(3, 15, 'handbook')]})]"
3254,"[(""I'm looking for the menu of TukTuk Thai."", {'entities': [(28, 39, 'handbook')]})]"
3255,"[('Can anyone tell me about the promotions at TukTuk Thai?', {'entities': [(43, 54, 'handbook')]})]"
3256,"[('Where is the location of TukTuk Thai on campus?', {'entities': [(25, 36, 'handbook')]})]"
3257,"[('What is the content of Dashuxia', {'entities': [(23, 31, 'handbook')]})]"
3258,"[('Where can I find information about Dashuxia', {'entities': [(35, 43, 'handbook')]})]"
3259,"[(""What is the dashuxia's recommendation for birthday cakes?"", {'entities': [(12, 20, 'handbook')]})]"
3260,"[(""Is there a section in the handbook about dashuxia's services?"", {'entities': [(41, 49, 'handbook')]})]"
3261,"[('Can you tell me more about dashuxia from the university handbook?', {'entities': [(27, 35, 'handbook')]})]"
3262,"[('What is the policy on food and drinks at Da Shu Xia?', {'entities': [(41, 51, 'handbook')]})]"
3263,"[('Can I bring my pet to Da Shu Xia?', {'entities': [(22, 32, 'handbook')]})]"
3264,"[('How do I reserve a table at Da Shu Xia?', {'entities': [(28, 38, 'handbook')]})]"
3265,"[(""What is the address of Let's Kopitiam?"", {'entities': [(23, 37, 'handbook')]})]"
3266,"[(""I want to reserve a table at Let's Kopitiam"", {'entities': [(29, 43, 'handbook')]})]"
3267,"[(""Can I get the contact details of Let's Kopitiam?"", {'entities': [(33, 47, 'handbook')]})]"
3268,"[(""Is there a map to Let's Kopitiam available?"", {'entities': [(18, 32, 'handbook')]})]"
3269,"[('What are the operating hours of lets kopitiam?', {'entities': [(32, 45, 'handbook')]})]"
3270,"[('Where is lets kopitiam located on campus?', {'entities': [(9, 22, 'handbook')]})]"
3271,"[('Can I order food from lets kopitiam using my meal plan?', {'entities': [(22, 35, 'handbook')]})]"
3272,"[('Where is Kopitiam in this campus?', {'entities': [(9, 17, 'handbook')]})]"
3273,"[('I want to know the location of Kopitiam on map.', {'entities': [(31, 39, 'handbook')]})]"
3274,"[('Is Kopitiam open during holiday?', {'entities': [(3, 11, 'handbook')]})]"
3275,"[(""What is the opening time of Let's Kopi?"", {'entities': [(28, 38, 'handbook')]})]"
3276,"[(""Can I order food from Let's Kopi online?"", {'entities': [(22, 32, 'handbook')]})]"
3277,"[(""Is there a discount for students at Let's Kopi?"", {'entities': [(36, 46, 'handbook')]})]"
3278,"[(""Where can I find the menu of Let's Kopi?"", {'entities': [(29, 39, 'handbook')]})]"
3279,"[('What is the Mynews policy?', {'entities': [(12, 18, 'handbook')]})]"
3280,"[('How do I access Mynews handbook?', {'entities': [(16, 22, 'handbook')]})]"
3281,"[('I lost my Mynews login password.', {'entities': [(10, 16, 'handbook')]})]"
3282,"[('What is the latest news on mynews?', {'entities': [(27, 33, 'handbook')]})]"
3283,"[('Can you tell me about mynews in the handbook?', {'entities': [(22, 28, 'handbook')]})]"
3284,"[('I need information from mynews', {'entities': [(24, 30, 'handbook')]})]"
3285,"[('Where can I find My News on the campus website?', {'entities': [(17, 24, 'handbook')]})]"
3286,"[('I need help accessing My News online.', {'entities': [(22, 29, 'handbook')]})]"
3287,"[('Can someone tell me how to navigate My News portal?', {'entities': [(36, 43, 'handbook')]})]"
3288,"[('What is the latest update on MyNews?', {'entities': [(29, 35, 'handbook')]})]"
3289,"[('Can I find more information about MyNews in the student handbook?', {'entities': [(34, 40, 'handbook')]})]"
3290,"[('How can I subscribe to MyNews?', {'entities': [(23, 29, 'handbook')]})]"
3291,"[('Where can I access MyNews on campus?', {'entities': [(19, 25, 'handbook')]})]"
3292,"[(""I'm looking for recipes in the Takw Mee Tarik handbook."", {'entities': [(31, 45, 'handbook')]})]"
3293,"[('Can you help me find the contact info of Takw Mee Tarik in the student handbook?', {'entities': [(41, 55, 'handbook')]})]"
3294,"[('Where can I access the Takw Mee Tarik section in the student handbook?', {'entities': [(23, 37, 'handbook')]})]"
