query,entity_text,entity_label,index
I'm going to the mynews building for a meeting,mynews,building,2207
Can I find my lost phone in the mynews?,mynews,building,2208
How do I get to the mynews from the library?,mynews,building,2209
Where is the My News building?,My News,building,2210
I want to go to My News,My News,building,2211
What's the address of My News,My News,building,2212
Where is the MyNews building?,MyNews,building,2213
I need to go to the MyNews building.,MyNews,building,2214
What's the location of the MyNews building?,MyNews,building,2215
What is the location of Takw Mee Tarik?,Takw Mee Tarik,building,2216
Where can I find Takw Mee Tarik on campus?,Takw Mee Tarik,building,2217
Is Takw Mee Tarik open for dinner?,Takw Mee Tarik,building,2218
How to get to Takw Mee Tarik from the library?,Takw Mee Tarik,building,2219
Where is the takw mee tarik building located?,takw mee tarik,building,2220
What floor is takw mee tarik on?,takw mee tarik,building,2221
How do I get to takw mee tarik from the dormitory?,takw mee tarik,building,2222
Where is the Mee Tarik building located?,Mee Tarik,building,2223
I want to attend a lecture at Mee Tarik.,Mee Tarik,building,2224
What are the facilities available in Mee Tarik?,Mee Tarik,building,2225
I'm looking for Dajiawang on campus.,Dajiawang,building,2226
What's the location of Dajiawang?,Dajiawang,building,2227
How do I get to Dajiawang from my dorm?,Dajiawang,building,2228
Where is dajiawang located on campus?,dajiawang,building,2229
How do I get to the building dajiawang from library?,dajiawang,building,2230
What is the address of dajiawang?,dajiawang,building,2231
Where is the location of Shuzhiwei?,Shuzhiwei,building,2232
What building is Shuzhiwei in?,Shuzhiwei,building,2233
How do I get to Shuzhiwei from library?,Shuzhiwei,building,2234
Where is the location of shuzhiwei?,shuzhiwei,building,2235
What building is shuzhiwei located in?,shuzhiwei,building,2236
Can I find shuzhiwei on campus?,shuzhiwei,building,2237
Where is Shu Zhi Wei located?,Shu Zhi Wei,building,2238
I have a class at Shu Zhi Wei today,Shu Zhi Wei,building,2239
What's the address of Shu Zhi Wei,Shu Zhi Wei,building,2240
Where is Dachengxiaochu located?,Dachengxiaochu,building,2241
How do I get to Dachengxiaochu building?,Dachengxiaochu,building,2242
What is the address of Dachengxiaochu?,Dachengxiaochu,building,2243
What is the address of dachengxiaochu?,dachengxiaochu,building,2244
Is dachengxiaochu open today?,dachengxiaochu,building,2245
Where is dachengxiaochu located?,dachengxiaochu,building,2246
Where is Da Cheng Xiao Chu located?,Da Cheng Xiao Chu,building,2247
I need help finding Da Cheng Xiao Chu.,Da Cheng Xiao Chu,building,2248
Can you tell me about the facilities in Da Cheng Xiao Chu?,Da Cheng Xiao Chu,building,2249
What is the location of Hualianhaoliangcha?,Hualianhaoliangcha,building,2250
Where is the nearest entrance to Hualianhaoliangcha?,Hualianhaoliangcha,building,2251
Can I find a cafe inside Hualianhaoliangcha?,Hualianhaoliangcha,building,2252
How do I get to Hualianhaoliangcha from the library?,Hualianhaoliangcha,building,2253
Where is hualianhaoliangcha building located?,hualianhaoliangcha,building,2254
What's the address of hualianhaoliangcha building?,hualianhaoliangcha,building,2255
Is hualianhaoliangcha building open now?,hualianhaoliangcha,building,2256
Where is Hua Lian Hao Liang Cha located?,Hua Lian Hao Liang Cha,building,2257
I'm looking for Hua Lian Hao Liang Cha on campus.,Hua Lian Hao Liang Cha,building,2258
Can you show me the location of Hua Lian Hao Liang Cha?,Hua Lian Hao Liang Cha,building,2259
I'm looking for the Xiaoyunbingshi building,Xiaoyunbingshi,building,2260
Where is the Xiaoyunbingshi building located?,Xiaoyunbingshi,building,2261
What floor does the Xiaoyunbingshi building have?,Xiaoyunbingshi,building,2262
Where is the xiaoyunbingshi building located?,xiaoyunbingshi,building,2263
I want to go to the xiaoyunbingshi building for a meeting,xiaoyunbingshi,building,2264
Can you tell me more about the xiaoyunbingshi building?,xiaoyunbingshi,building,2265
Is the xiaoyunbingshi building open on weekends?,xiaoyunbingshi,building,2266
Where is Xiao Yun Bing Shi located?,Xiao Yun Bing Shi,building,2267
How do I get to Xiao Yun Bing Shi?,Xiao Yun Bing Shi,building,2268
What is the address of Xiao Yun Bing Shi?,Xiao Yun Bing Shi,building,2269
What is Dazhizhi building location?,Dazhizhi,building,2270
Where is the nearest exit to Dazhizhi building?,Dazhizhi,building,2271
How do I get to Dazhizhi building from the main road?,Dazhizhi,building,2272
Where is dazhizhi located?,dazhizhi,building,2273
I want to go to dazhizhi,dazhizhi,building,2274
What is the address of dazhizhi,dazhizhi,building,2275
Where is the Da Zhi Zhi building located?,Da Zhi Zhi,building,2276
What floor is the library in Da Zhi Zhi?,Da Zhi Zhi,building,2277
How do I get to the Da Zhi Zhi building from my dorm?,Da Zhi Zhi,building,2278
I want to go to Miaomiaoqingshi for the study room.,Miaomiaoqingshi,building,2279
What is the location of Miaomiaoqingshi?,Miaomiaoqingshi,building,2280
How do I get to Miaomiaoqingshi from A building?,Miaomiaoqingshi,building,2281
I want to go to miaomiaoqingshi for a meeting.,miaomiaoqingshi,building,2282
What's the location of miaomiaoqingshi?,miaomiaoqingshi,building,2283
Is miaomiaoqingshi open on weekends?,miaomiaoqingshi,building,2284
Where is the location of Miao Miao Qing Shi?,Miao Miao Qing Shi,building,2285
What building is Miao Miao Qing Shi located in?,Miao Miao Qing Shi,building,2286
Can I find Miao Miao Qing Shi on campus?,Miao Miao Qing Shi,building,2287
Where is the Dawanmian building located?,Dawanmian,building,2288
What is the address of Dawanmian building?,Dawanmian,building,2289
Can I find Dawanmian on campus map?,Dawanmian,building,2290
How do I get to Dawanmian building?,Dawanmian,building,2291
Where is the dawanmian building located?,dawanmian,building,2292
What's the address of dawanmian in university campus?,dawanmian,building,2293
Can you tell me where dawanmian hall is?,dawanmian,building,2294
Where is Da Wan Mian located?,Da Wan Mian,building,2295
Is Da Wan Mian open now?,Da Wan Mian,building,2296
What building is Da Wan Mian in?,Da Wan Mian,building,2297
Where is U&I located?,U&I,building,2298
Is there a library near U&I?,U&I,building,2299
How do I get to U&I from dormitory?,U&I,building,2300
Where is the U and I building?,u and i,building,2301
Can you tell me more about the U and I building?,u and i,building,2302
How do I get to the U and I building?,u and i,building,2303
Where is U and I located?,U and I,building,2304
What's the address of U and I building?,U and I,building,2305
"I want to go to U and I, where is it?",U and I,building,2306
What is the address of UI building?,UI,building,2307
Can I find the UI building in the campus map?,UI,building,2308
Where can I attend the UI lecture?,UI,building,2309
Where is the Xiaotaifeng building?,Xiaotaifeng,building,2310
I want to go to the Xiaotaifeng building,Xiaotaifeng,building,2311
What floor is the Xiaotaifeng building on,Xiaotaifeng,building,2312
What is the address of xiaotaifeng?,xiaotaifeng,building,2313
How do I get to xiaotaifeng from the library?,xiaotaifeng,building,2314
Is xiaotaifeng open on weekends?,xiaotaifeng,building,2315
Where is the lecture of Professor Wang held at Xiao Tai Feng?,Xiao Tai Feng,building,2316
I want to go to Xiao Tai Feng for meeting.,Xiao Tai Feng,building,2317
The exam room for CS205 is located in Xiao Tai Feng.,Xiao Tai Feng,building,2318
Where is Restaurant Kabaabish located on campus?,Restaurant Kabaabish,building,2319
What time does Restaurant Kabaabish serve lunch?,Restaurant Kabaabish,building,2320
Is Restaurant Kabaabish open for dinner tonight?,Restaurant Kabaabish,building,2321
Where is restaurant kabaabish located?,restaurant kabaabish,building,2322
How do I get to restaurant kabaabish from downtown?,restaurant kabaabish,building,2323
Is restaurant kabaabish open on Sundays?,restaurant kabaabish,building,2324
Where is Kabaabish located?,Kabaabish,building,2325
Can I find Kabaabish in the campus map?,Kabaabish,building,2326
Is Kabaabish near the cafeteria?,Kabaabish,building,2327
How do I get to Kabaabish from my dorm?,Kabaabish,building,2328
Where is the kabaabish building?,kabaabish,building,2329
I want to go to the kabaabish for my lecture.,kabaabish,building,2330
Can I find the kabaabish on campus?,kabaabish,building,2331
Where is the Sapid building located?,Sapid,building,2332
I have a meeting at the Sapid tomorrow,Sapid,building,2333
Can I find the Sapid building on campus map?,Sapid,building,2334
What is the address of the Sapid building?,sapid,building,2335
Where is the Sapid building located on campus?,sapid,building,2336
How do I get to the Sapid building from my dorm?,sapid,building,2337
Where is the SAPID building located?,SAPID,building,2338
What are the office hours for SAPID building?,SAPID,building,2339
Is there a gym in the SAPID building?,SAPID,building,2340
I'm looking for the Saffron Club,Saffron Club,building,2341
What's the location of Saffron Club?,Saffron Club,building,2342
Is there a game tonight at Saffron Club?,Saffron Club,building,2343
I want to join the Saffron Club,saffron club,building,2344
What is the location of Saffron Club?,saffron club,building,2345
Can I book a room at Saffron Club?,saffron club,building,2346
Where is the Saffron building located?,Saffron,building,2347
I need to go to the Saffron building for a meeting.,Saffron,building,2348
What's the address of the Saffron building?,Saffron,building,2349
What is the location of Saffron Hall?,Saffron,building,2350
Can I book a room at Saffron building tomorrow?,Saffron,building,2351
Where is Poke Bowl Rice located?,Poke Bowl Rice,building,2352
Can I find Poke Bowl Rice on campus?,Poke Bowl Rice,building,2353
What building houses Poke Bowl Rice?,Poke Bowl Rice,building,2354
Where can I find poke bowl rice?,poke bowl rice,building,2355
What's the address of poke bowl rice?,poke bowl rice,building,2356
Is poke bowl rice open today?,poke bowl rice,building,2357
Where is Poke Bowl located?,Poke Bowl,building,2358
What's the address of Poke Bowl?,Poke Bowl,building,2359
Is Poke Bowl open today?,Poke Bowl,building,2360
Where is the poke bowl in Student Union Building?,poke bowl,building,2361
Is there a poke bowl near my dormitory?,poke bowl,building,2362
Can I find poke bowl at Food Court?,poke bowl,building,2363
Where is Zone U Bakery?,Zone U Bakery,building,2364
What's the address of Zone U Bakery?,Zone U Bakery,building,2365
Can I buy pastries at Zone U Bakery?,Zone U Bakery,building,2366
Where is the Zone U Bakery located?,Zone U Bakery,building,2367
I want to buy bread from Zone U Bakery.,Zone U Bakery,building,2368
Can I find the Zone U Bakery on campus?,Zone U Bakery,building,2369
What is the location of Zone U on campus?,Zone U,building,2370
Can I find a meeting room in Zone U?,Zone U,building,2371
Is Zone U open on weekends?,Zone U,building,2372
Where can I buy bread at ZoneU Bakery?,ZoneU Bakery,building,2373
What time does ZoneU Bakery open?,ZoneU Bakery,building,2374
Is ZoneU Bakery near the dormitory?,ZoneU Bakery,building,2375
What time does Zhongminmeishi dining hall open?,Zhongminmeishi,building,2376
Is Zhongminmeishi building still under renovation?,Zhongminmeishi,building,2377
Where is the nearest Zhongminmeishi location on campus?,Zhongminmeishi,building,2378
Where is the Zhong Min Mei Shi building?,zhongminmeishi,building,2379
I'm looking for the address of Zhong Min Mei Shi.,zhongminmeishi,building,2380
Can you show me the map of Zhong Min Mei Shi?,zhongminmeishi,building,2381
What's the location of Zhong Min Mei Shi building?,zhongminmeishi,building,2382
Where is the Zhong Min Mei Shi located?,Zhong Min Mei Shi,building,2383
What floor does Zhong Min Mei Shi have?,Zhong Min Mei Shi,building,2384
Is there a food court in Zhong Min Mei Shi?,Zhong Min Mei Shi,building,2385
What is the address of Bean's Express?,Bean's Express,building,2386
Can I find Bean's Express on campus?,Bean's Express,building,2387
Where can I get food at Bean's Express?,Bean's Express,building,2388
Where is the Beans Express located?,Beans Express,building,2389
How do I get to Beans Express from the library?,Beans Express,building,2390
What floor is Beans Express on?,Beans Express,building,2391
Where is the Beans Express building?,Beans Express,building,2392
Can I find Beans Express near the library?,Beans Express,building,2393
What floor is Beans Express located on?,Beans Express,building,2394
Where is Bean Express?,Bean Express,building,2395
What's the location of Bean Express?,Bean Express,building,2396
How do I get to Bean Express?,Bean Express,building,2397
Where is Mad Plate Express located?,Mad Plate Express,building,2398
I want to go to the Mad Plate Express,Mad Plate Express,building,2399
What's inside the Mad Plate Express building?,Mad Plate Express,building,2400
Where is the Mad Plate Express located?,Mad Plate Express,building,2401
How do I get to the Mad Plate Express from campus?,Mad Plate Express,building,2402
Can you tell me more about the services offered at Mad Plate Express?,Mad Plate Express,building,2403
Where is the Mad Plate located?,Mad Plate,building,2404
What's the schedule for the Mad Plate.,Mad Plate,building,2405
Can I book a room in the Mad Plate?,Mad Plate,building,2406
Where is the nearest exit to MadPlate Express?,MadPlate Express,building,2407
What's the address of MadPlate Express building?,MadPlate Express,building,2408
Can I find a vending machine near MadPlate Express?,MadPlate Express,building,2409
Where is Xiaojiuzhou located?,Xiaojiuzhou,building,2410
What building is Xiaojiuzhou in?,Xiaojiuzhou,building,2411
I want to go to Xiaojiuzhou,Xiaojiuzhou,building,2412
Where is the xiaojiuzhou building?,xiaojiuzhou,building,2413
What classes are in the xiaojiuzhou building?,xiaojiuzhou,building,2414
How do I get to the xiaojiuzhou building?,xiaojiuzhou,building,2415
Is the library located in xiaojiuzhou?,xiaojiuzhou,building,2416
Where is Xiao Jiu Zhou located?,Xiao Jiu Zhou,building,2417
What is the address of Xiao Jiu Zhou building?,Xiao Jiu Zhou,building,2418
Can I find Xiao Jiu Zhou on campus?,Xiao Jiu Zhou,building,2419
Where is Shanyicheng located?,Shanyicheng,building,2420
Is there a library near Shanyicheng?,Shanyicheng,building,2421
I want to meet my friend at Shanyicheng.,Shanyicheng,building,2422
How do I get to the cafeteria from Shanyicheng?,Shanyicheng,building,2423
Where is the address of shanyicheng?,shanyicheng,building,2424
How can I get to shanyicheng?,shanyicheng,building,2425
What is the building number of shanyicheng?,shanyicheng,building,2426
Is there a map for shanyicheng?,shanyicheng,building,2427
What's the location of Shan Yi Cheng?,Shan Yi Cheng,building,2428
Where is Shan Yi Cheng located on campus?,Shan Yi Cheng,building,2429
Is Shan Yi Cheng open today?,Shan Yi Cheng,building,2430
Where is the Penangfengwei building located?,Penangfengwei,building,2431
What is the address of Penangfengwei?,Penangfengwei,building,2432
Is Penangfengwei open on weekends?,Penangfengwei,building,2433
Where is the Penang Feng Wei building located?,Penang Feng Wei,building,2434
What events are held at the Penang Feng Wei building?,Penang Feng Wei,building,2435
How do I get to the Penang Feng Wei building?,Penang Feng Wei,building,2436
Where is Penang Feng Wei located?,Penang Feng Wei,building,2437
What is the address of Penang Feng Wei?,Penang Feng Wei,building,2438
Is there a map showing how to get to Penang Feng Wei?,Penang Feng Wei,building,2439
What is the location of Jiaweishixuan?,Jiaweishixuan,building,2440
I'm looking for Jiaweishixuan on campus.,Jiaweishixuan,building,2441
Where can I find Jiaweishixuan?,Jiaweishixuan,building,2442
Where is jiaweishixuan located?,jiaweishixuan,building,2443
What buildings are near jiaweishixuan?,jiaweishixuan,building,2444
Is jiaweishixuan open on weekends?,jiaweishixuan,building,2445
What's the address of Jia Wei Shi Xuan?,Jia Wei Shi Xuan,building,2446
I want to go to Jia Wei Shi Xuan for a meeting,Jia Wei Shi Xuan,building,2447
Where is Jia Wei Shi Xuan located?,Jia Wei Shi Xuan,building,2448
What is the address of Chinese Muslim Xiaochao?,Chinese Muslim Xiaochao,building,2449
Where can I find Chinese Muslim Xiaochao on campus?,Chinese Muslim Xiaochao,building,2450
Is Chinese Muslim Xiaochao open for events?,Chinese Muslim Xiaochao,building,2451
Can you show me the location of Chinese Muslim Xiaochao?,Chinese Muslim Xiaochao,building,2452
Where is the Chinese Muslim Xiaochao building located?,chinese muslim xiaochao,building,2453
I want to attend an event at the Chinese Muslim Xiaochao.,chinese muslim xiaochao,building,2454
The Chinese Muslim Xiaochao is on which floor?,chinese muslim xiaochao,building,2455
Where is Muslim Xiaochao located?,Muslim Xiaochao,building,2456
I want to go to Muslim Xiaochao today.,Muslim Xiaochao,building,2457
Is Muslim Xiaochao open on weekends?,Muslim Xiaochao,building,2458
Where is the Uni Hotpot located?,Uni Hotpot,building,2459
What building does Uni Hotpot belong to?,Uni Hotpot,building,2460
Can I have lunch at Uni Hotpot today?,Uni Hotpot,building,2461
I'm looking for uni hotpot on campus,uni hotpot,building,2462
Is uni hotpot open now?,uni hotpot,building,2463
Where is the nearest location of uni hotpot?,uni hotpot,building,2464
Where is Uni Hot Pot located?,Uni Hot Pot,building,2465
Is Uni Hot Pot open on weekends?,Uni Hot Pot,building,2466
What is the address of Uni Hot Pot?,Uni Hot Pot,building,2467
Where is ZUS Coffee?,ZUS Coffee,building,2468
Is ZUS Coffee open on weekends?,ZUS Coffee,building,2469
How do I get to ZUS Coffee from my dorm?,ZUS Coffee,building,2470
Where is Zus Coffee located?,Zus Coffee,building,2471
What time does Zus Coffee open?,Zus Coffee,building,2472
Can I study at Zus Coffee?,Zus Coffee,building,2473
Where is the ZUS building located?,ZUS,building,2474
What's inside the ZUS building?,ZUS,building,2475
Can I find the gym in the ZUS building?,ZUS,building,2476
Where is the Zus building located?,Zus,building,2477
What is the address of Zus building?,Zus,building,2478
I am looking for Zus building on campus,Zus,building,2479
Where is Lakefront Cafe located?,Lakefront Cafe,building,2480
What's the menu at Lakefront Cafe like?,Lakefront Cafe,building,2481
Can I study at Lakefront Cafe?,Lakefront Cafe,building,2482
Where is the lakefront cafe located?,lakefront cafe,building,2483
What time does the lakefront cafe open?,lakefront cafe,building,2484
Is there a lakefront cafe near my dorm?,lakefront cafe,building,2485
Where is the Lakefront building located?,Lakefront,building,2486
Is Lakefront open on weekends?,Lakefront,building,2487
I need help finding the entrance of Lakefront.,Lakefront,building,2488
Can I reserve a room in Lakefront?,Lakefront,building,2489
What is the address of Lake Front Cafe?,Lake Front Cafe,building,2490
Can I reserve a table at Lake Front Cafe?,Lake Front Cafe,building,2491
How do I get to Lake Front Cafe?,Lake Front Cafe,building,2492
Where is Cotti Coffee located?,Cotti Coffee,building,2493
What time does Cotti Coffee open?,Cotti Coffee,building,2494
How do I get to Cotti Coffee?,Cotti Coffee,building,2495
Where is the cotti coffee located?,cotti coffee,building,2496
How do I get to cotti coffee from my dorm?,cotti coffee,building,2497
What are the opening hours of cotti coffee?,cotti coffee,building,2498
Where is Cotti?,Cotti,building,2499
What's the location of Cotti building?,Cotti,building,2500
Can I get directions to Cotti?,Cotti,building,2501
Where is the Cotti building?,Cotti,building,2502
I'm looking for the location of Cotti.,Cotti,building,2503
What's the address of the Cotti building?,Cotti,building,2504
Where is Bo Ya Xuan Restaurant located?,Bo Ya Xuan Restaurant,building,2505
What time does Bo Ya Xuan Restaurant open for lunch?,Bo Ya Xuan Restaurant,building,2506
How do I get to Bo Ya Xuan Restaurant from my dorm?,Bo Ya Xuan Restaurant,building,2507
Can I have a recommendation for Bo Ya Xuan Restaurant?,bo ya xuan restaurant,building,2508
How is the food at Bo Ya Xuan Restaurant?,bo ya xuan restaurant,building,2509
I want to try the menu at Bo Ya Xuan Restaurant,bo ya xuan restaurant,building,2510
Where is Bo Ya Xuan located?,Bo Ya Xuan,building,2511
What floor is the library in Bo Ya Xuan?,Bo Ya Xuan,building,2512
Is there a study area in Bo Ya Xuan?,Bo Ya Xuan,building,2513
Where is the Bo Ya Xuan building?,bo ya xuan,building,2514
What's the location of Bo Ya Xuan?,bo ya xuan,building,2515
I need to meet someone at Bo Ya Xuan,bo ya xuan,building,2516
Where is SOI 55 THAI KITCHEN located?,SOI 55 THAI KITCHEN,building,2517
Is SOI 55 THAI KITCHEN open now?,SOI 55 THAI KITCHEN,building,2518
Can I reserve a table at SOI 55 THAI KITCHEN?,SOI 55 THAI KITCHEN,building,2519
What time does Soi 55 Thai Kitchen open?,soi 55 thai kitchen,building,2520
I want to eat at Soi 55 Thai Kitchen tonight.,soi 55 thai kitchen,building,2521
Can I make a reservation at Soi 55 Thai Kitchen?,soi 55 thai kitchen,building,2522
Where is the SOI 55 located?,SOI 55,building,2523
What's the address of SOI 55 building?,SOI 55,building,2524
Is there a meeting room in SOI 55?,SOI 55,building,2525
Where is the location of Thai Kitchen?,Thai Kitchen,building,2526
What is the address of Thai Kitchen?,Thai Kitchen,building,2527
Is Thai Kitchen open for dinner?,Thai Kitchen,building,2528
Where is Starbucks located?,Starbucks,building,2529
Is there a Starbucks near my dorm?,Starbucks,building,2530
What time does Starbucks open today?,Starbucks,building,2531
Where is the Starbucks coffee shop?,Starbucks,building,2532
I want to meet you at Starbucks.,Starbucks,building,2533
Can I get a coffee from Starbucks?,Starbucks,building,2534
What is the address of STARBUCKS?,STARBUCKS,building,2535
Where is STARBUCKS located on campus?,STARBUCKS,building,2536
Can I find STARBUCKS near my dorm?,STARBUCKS,building,2537
Where is the b1 supermarket located?,b1 supermarket,building,2538
What time does the b1 supermarket open?,b1 supermarket,building,2539
Can I buy snacks at the b1 supermarket?,b1 supermarket,building,2540
Where is B1 Super Market located?,B1 Super Market,building,2541
What stores are available in B1 Super Market?,B1 Super Market,building,2542
Can I buy food at B1 Super Market?,B1 Super Market,building,2543
Where is the B1 dining area?,b1 dining area,building,2544
What time does the B1 dining area open?,b1 dining area,building,2545
Can I reserve a table at the B1 dining area?,b1 dining area,building,2546
Where is B1 Dining located?,B1 Dining,building,2547
What's the nearest exit from B1 Dining?,B1 Dining,building,2548
Can I find a vending machine near B1 Dining?,B1 Dining,building,2549
Where is the nearest atm?,atm,building,2550
How do I find the atm on campus?,atm,building,2551
What are the operating hours of the atm in A3 building?,atm,building,2552
Where is the Cash Machine located?,Cash Machine,building,2553
Can I find a Cash Machine near the library?,Cash Machine,building,2554
Is there a Cash Machine on campus?,Cash Machine,building,2555
Where is the ielts office?,ielts office,building,2556
What time does the ielts office open?,ielts office,building,2557
How do I get to the ielts office?,ielts office,building,2558
Where is the IELTS Centre on campus?,IELTS Centre,building,2559
What are the operating hours of the IELTS Centre?,IELTS Centre,building,2560
Can you direct me to the IELTS Centre?,IELTS Centre,building,2561
Is the IELTS Centre open today?,IELTS Centre,building,2562
Where is the yoga room located?,yoga room,building,2563
Can I book a yoga class in the yoga room?,yoga room,building,2564
Is the yoga room available on weekends?,yoga room,building,2565
Where is the Yoga Studio located?,Yoga Studio,building,2566
What classes are available at the Yoga Studio today?,Yoga Studio,building,2567
Can I reserve a spot at the Yoga Studio?,Yoga Studio,building,2568
Where is the TCM Clinic located?,TCM Clinic,building,2569
What are the operating hours of the TCM Clinic?,TCM Clinic,building,2570
Can I book an appointment at the TCM Clinic?,TCM Clinic,building,2571
What is the opening time of pluxhealth clinic?,pluxhealth clinic,building,2572
Where is pluxhealth clinic located?,pluxhealth clinic,building,2573
Can I get an appointment at pluxhealth clinic?,pluxhealth clinic,building,2574
Where is PluX Health located?,PluX Health,building,2575
I need help at PluX Health,PluX Health,building,2576
What services does PluX Health offer?,PluX Health,building,2577
Where is the maintenance office located?,maintenance office,building,2578
How do I contact the maintenance office?,maintenance office,building,2579
What are the working hours of the maintenance office?,maintenance office,building,2580
Where is the Repair Office located?,Repair Office,building,2581
How do I get to the Repair Office from here?,Repair Office,building,2582
What are the opening hours of the Repair Office?,Repair Office,building,2583
What is the address of the admissions office?,admissions office,building,2584
How do I contact the admissions office?,admissions office,building,2585
Can I meet with someone from the admissions office?,admissions office,building,2586
What are the working hours of the Admission Office?,Admission Office,building,2587
How do I contact the Admission Office?,Admission Office,building,2588
Where is the Admission Office located on campus?,Admission Office,building,2589
Where is the volleyball court on campus?,volleyball court,building,2590
Can I book a time slot for the volleyball court tomorrow?,volleyball court,building,2591
Is the volleyball court open for students to use after 9pm?,volleyball court,building,2592
Where is the Volley Ball Court located?,Volley Ball Court,building,2593
I want to play volleyball at the Volley Ball Court.,Volley Ball Court,building,2594
Can I book the Volley Ball Court for my team?,Volley Ball Court,building,2595
Where is the tennis court located?,tennis court,building,2596
Can I book a tennis court for tomorrow?,tennis court,building,2597
What time does the tennis court open?,tennis court,building,2598
Where is the Tennis Field located?,Tennis Field,building,2599
What time does the Tennis Field open tomorrow?,Tennis Field,building,2600
Can I book a tennis court at the Tennis Field?,Tennis Field,building,2601
Where is the Football Field located?,Football Field,building,2602
I want to play basketball at the Football Field.,Football Field,building,2603
Is there a Football Field near my dorm?,Football Field,building,2604
Where is the basketball court located?,basketball court,building,2605
Can I book a time at the basketball court?,basketball court,building,2606
How many basketball courts are there on campus?,basketball court,building,2607
Where is the Basketball Field located?,Basketball Field,building,2608
Can I book the Basketball Field for our event?,Basketball Field,building,2609
What time does the Basketball Field open today?,Basketball Field,building,2610
Where is the stadium located?,stadium,building,2611
What time does the football match start at the stadium?,stadium,building,2612
Is there a cafeteria near the stadium?,stadium,building,2613
Where is the Sports Stadium located?,Sports Stadium,building,2614
I want to watch a game at Sports Stadium,Sports Stadium,building,2615
Can I book the Sports Stadium for an event?,Sports Stadium,building,2616
Can I swim in the swimming pool today?,swimming pool,building,2617
Where is the swimming pool located on campus?,swimming pool,building,2618
Do you have a membership for the swimming pool?,swimming pool,building,2619
Is the swimming pool open during summer break?,swimming pool,building,2620
Where is the Pool located?,Pool,building,2621
What time does the Pool open?,Pool,building,2622
Is the Pool available for rent?,Pool,building,2623
What are the gym hours?,gym,building,2624
I want to go to the gym now.,gym,building,2625
Is the university gym open on weekends?,gym,building,2626
Where is the Gymnasium on campus?,Gymnasium,building,2627
I'm looking for the Gymnasium in our university.,Gymnasium,building,2628
What's the address of the Gymnasium?,Gymnasium,building,2629
Where is the badminton court located?,badminton court,building,2630
Is the badminton court open today?,badminton court,building,2631
Can I book a time at the badminton court?,badminton court,building,2632
Where is the A1 Teaching Building located?,a1 teaching building,building,2633
What classes are held in the A1 Teaching Building today?,a1 teaching building,building,2634
How do I get to the A1 Teaching Building from the dorms?,a1 teaching building,building,2635
Where is the A1 Building located?,A1 Building,building,2636
What events are happening at A1 Building today?,A1 Building,building,2637
How do I get to A1 Building from my dorm?,A1 Building,building,2638
Where is the A2 Teaching Building located?,A2 teaching building,building,2639
What rooms are available in the A2 Teaching Building today?,A2 teaching building,building,2640
How do I get to the A2 Teaching Building from my dorm?,A2 teaching building,building,2641
Where is the A2 Building located?,A2 Building,building,2642
I'm looking for a classroom in A2 Building.,A2 Building,building,2643
What's the opening time of the library in A2 Building?,A2 Building,building,2644
Where is the a4 teaching building located?,a4 teaching building,building,2645
What are the class rooms in the a4 teaching building?,a4 teaching building,building,2646
How do I get to the a4 teaching building from my dorm?,a4 teaching building,building,2647
Where is the A4 Building located on campus?,A4 Building,building,2648
What's going on in the A4 Building today?,A4 Building,building,2649
Can I book a meeting room in the A4 Building?,A4 Building,building,2650
Where is the location of A5 Teaching Building?,a5 teaching building,building,2651
How can I get to A5 Teaching Building from my dormitory?,a5 teaching building,building,2652
Is there a meeting in A5 Teaching Building today?,a5 teaching building,building,2653
Where is the A5 Building located?,A5 Building,building,2654
What classrooms are available in the A5 Building today?,A5 Building,building,2655
Can I find a meeting room in the A5 Building?,A5 Building,building,2656
Where is the library located?,library,building,2657
What time does the library open?,library,building,2658
Can I borrow books from the library?,library,building,2659
Where is A3 Library located?,A3 Library,building,2660
What books can I find at A3 Library?,A3 Library,building,2661
Is A3 Library open on weekends?,A3 Library,building,2662
Where is the library located in B1?,B1,building,2663
What is the address of B1 building?,B1,building,2664
Can I find the gym at B1?,B1,building,2665
Is the cafeteria in B1 building?,B1,building,2666
Where is B1 Activity Building located?,B1,building,2667
What is the address of B1?,B1,building,2668
Can I find a meeting room in B1?,B1,building,2669
Where is A3 building located?,A3,building,2670
Can I find the A3 library in B1 Activity Building?,A3,building,2671
What's the address of A3 on campus?,A3,building,2672
What building is A3?,A3,building,2673
I have a class in A3 today.,A3,building,2674
Where is the A3 library located?,A3,building,2675
Where is Block LY Buildings located?,Block LY Buildings,building,2676
Can I find a classroom in Block LY Buildings?,Block LY Buildings,building,2677
How to get to Block LY Buildings from the library?,Block LY Buildings,building,2678
What's the location of Block LY?,Block LY,building,2679
How do I get to Block LY from the library?,Block LY,building,2680
Is there a canteen in Block LY?,Block LY,building,2681
Where is the block LY located?,block LY,building,2682
What's in block LY on campus?,block LY,building,2683
I'm looking for a classroom in block LY,block LY,building,2684
Where is LY zone located?,LY zone,building,2685
What classes are in LY zone today?,LY zone,building,2686
Can I find the LY zone map online?,LY zone,building,2687
Where is the Ly Zone?,Ly Zone,building,2688
Can I find the Ly Zone on campus?,Ly Zone,building,2689
Is the Ly Zone near the library?,Ly Zone,building,2690
Where is Block D located?,Block D,building,2691
What's the address of Block D?,Block D,building,2692
Can I find a study room in Block D?,Block D,building,2693
